Importers	Exported value in 2014-M10	Exported value in 2014-M11	Exported value in 2014-M12	Exported value in 2015-M01	Exported value in 2015-M02	Exported value in 2015-M03	Exported value in 2015-M04	Exported value in 2015-M05	Exported value in 2015-M06	Exported value in 2015-M07	Exported value in 2015-M08	Exported value in 2015-M09	Exported value in 2015-M10	Exported value in 2015-M11	Exported value in 2015-M12	Exported value in 2016-M01	Exported value in 2016-M02	Exported value in 2016-M03	Exported value in 2016-M04	Exported value in 2016-M05	
"Romania"	269	193	134	296	0	0	61	0	121	45	254	4	117	58	58	20	47	150	92	76	
"Cyprus"	0	83	86	0	64	11	0	0	0	171	0	0	58	0	0	159	76	4	53	75	
"Sweden"	220	156	179	206	178	142	135	292	184	75	138	126	256	236	146	184	171	150	88	63	
"Senegal"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	62	
"Bulgaria"	26	15	4	13	153	197	119	0	38	61	0	157	319	189	120	133	99	18	7	61	
"Macedonia, North"	0	0	0	0	0	0	0	6	0	0	0	65	0	0	0	0	0	0	0	58	
"South Africa"	3	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	56	
"Mauritius"	0	31	0	0	88	0	0	0	0	0	33	0	0	45	0	34	0	0	0	52	
"Aruba"	39	16	14	31	28	8	25	41	16	18	28	24	9	25	25	16	52	115	37	51	
"Nicaragua"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	
"Portugal"	15	8	0	19	11	8	13	12	10	19	10	8	25	13	17	14	85	33	41	34	
"Malta"	15	0	0	0	14	8	0	0	17	2	0	2	19	0	0	3	20	11	25	24	
"Mali"	0	3	24	3	0	2	0	0	4	1	4	3	6	19	0	1	13	0	4	16	
"Equatorial Guinea"	14	44	1	18	1	0	4	0	18	6	0	10	7	42	0	0	2	0	0	15	
"Special categories"	18	81	56	11	54	17	49	6	9	33	18	16	23	36	44	5	6	3	1	13	
"Slovenia"	0	3	4	13	8	0	2	13	5	8	5	21	8	8	12	0	9	13	17	12	
"Curaçao"	0	2	15	2	13	10	16	6	14	8	7	37	9	23	14	2	10	6	13	11	
"Czech Republic"	0	211	62	0	17	132	733	537	88	92	511	357	118	197	67	66	121	133	11	11	
"Bahrain"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	9	
"Mauritania"	3	0	0	0	10	0	0	0	8	0	0	13	0	0	0	0	0	0	0	8	
"Iraq"	3	0	2	13	1	64	0	3	0	0	0	8	1	57	4	6	0	27	3	8	
"Côte d'Ivoire"	1	1	0	1	0	0	1	0	0	2	0	0	0	2	3	0	0	0	1	7	
"Estonia"	3	0	2	0	14	18	0	0	5	4	0	3	0	7	0	10	3	3	11	7	
"Sierra Leone"	0	12	0	13	0	0	0	0	2	0	7	0	0	4	0	4	0	0	37	7	
"Suriname"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	30	0	7	
"Thailand"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	
"Burkina Faso"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	
"Hong Kong, China"	0	0	0	0	35	90	158	65	24	1	0	0	0	0	0	0	0	16	10	5	
"Congo"	0	0	4	0	9	1	0	2	0	0	3	4	4	0	1	0	0	0	17	4	
"Angola"	3	12	0	0	6	0	0	0	0	2	0	0	5	3	0	0	0	0	0	3	
"Ireland"	3	2	2	4	1	4	2	2	73	576	75	2	1670	5	1	4	15	3	244	3	
"Somalia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	
"Nigeria"	0	7	0	7	22	0	0	8	0	3	8	13	7	0	1	0	17	20	3	3	
"Lithuania"	47	3	60	365	55	70	274	0	285	236	168	1177	2372	1574	1483	706	1238	576	3	2	
"Luxembourg"	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	9	2	
"Cambodia"	2	0	1	4	0	1	8	2	2	0	0	0	8	0	0	1	1	0	3	2	
"Cameroon"	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Canada"	0	0	0	0	0	0	8	0	0	5	3	0	4	1342	0	0	0	2	1	0	
"Cabo Verde"	75	0	0	74	0	0	2	0	73	35	2	0	74	0	2	0	72	0	0	0	
"Central African Republic"	7	13	8	4	1	0	0	0	11	2	0	2	8	0	5	11	0	2	0	0	
"Chad"	16	1	0	1	3	3	6	0	0	3	0	0	0	0	0	0	0	10	0	0	
"Chile"	0	0	74	66	0	0	0	0	0	0	68	0	0	0	84	0	0	0	0	0	
"Antigua and Barbuda"	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	1	1	0	0	
"Azerbaijan"	0	0	17	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	
"Argentina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Bangladesh"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5	0	
"Armenia"	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Congo, Democratic Republic of the"	0	0	4	0	0	0	0	5	12	0	7	8	6	5	4	8	15	0	0	0	
"Croatia"	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	56	0	
"Cuba"	0	0	0	0	0	22	1	149	0	0	35	0	15	16	5	24	16	23	0	0	
"Bosnia and Herzegovina"	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	
"Brazil"	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Albania"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
"Algeria"	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Falkland Islands (Malvinas)"	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
"Finland"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Ethiopia"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Eritrea"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Dominican Republic"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"El Salvador"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	
"Malaysia"	41	10	0	3	3	0	36	79	65	12	0	2	32	17	0	0	54	0	34	0	
"Maldives"	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	46	18	0	
"Latvia"	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Liberia"	10	10	12	0	0	7	11	6	0	0	5	4	0	0	0	0	2	0	1	0	
"Libya, State of"	0	85	0	0	0	0	0	0	78	0	0	0	0	0	0	0	73	0	0	0	
"Jordan"	0	0	0	0	79	0	0	0	0	0	0	82	79	0	0	0	0	11	0	0	
"Kenya"	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Korea, Republic of"	11	0	15	242	0	21	12	33	27	8	6	16	14	670	14	0	0	0	0	0	
"Kuwait"	0	0	0	0	245	0	0	0	239	0	0	0	0	0	0	0	74	74	2	0	
"Guinea"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	2	0	
"Haiti"	5	12	2	1	1	2	3	0	1	3	1	0	5	0	6	2	4	3	4	0	
"Ghana"	9	0	0	0	0	0	0	5	0	0	16	9	0	4	1	13	6	7	18	0	
"Gibraltar"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Gabon"	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	
"Georgia"	0	0	0	0	49	0	0	0	0	0	0	64	0	0	66	0	0	17	60	0	
"Gambia"	0	8	4	1	0	0	6	0	0	0	15	6	0	4	5	9	17	6	1	0	
"Norway"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
"Pakistan"	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	23	0	0	0	
"Philippines"	0	0	0	0	0	0	53	112	0	0	0	0	0	0	0	0	0	0	0	0	
"Sint Maarten (Dutch part)"	0	3	4	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	
"Bonaire, Sint Eustatius and Saba"	1	0	1	0	0	0	2	0	0	2	0	2	0	6	0	0	0	4	1	0	
"Mozambique"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Mexico"	0	0	0	0	0	0	0	0	0	0	17	0	0	71	0	0	16	0	0	0	
"Taipei, Chinese"	332	73	73	628	307	194	382	83	165	232	0	46	251	155	169	212	276	162	28	0	
"Moldova, Republic of"	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
"Viet Nam"	0	0	0	0	0	1	52	3	19	0	0	38	1	55	45	0	0	0	0	0	
"India"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	
"Seychelles"	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	
"United Arab Emirates"	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	
"Switzerland"	63	63	61	0	0	0	70	128	0	0	121	0	0	131	0	0	0	0	0	0	
"Sudan"	0	0	8	1	7	0	3	0	2	2	10	3	0	4	3	0	2	3	4	0	
"Yemen"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	
"Tanzania, United Republic of"	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	27	0	0	
"Ship stores and bunkers"	207	30	3	0	2	22	6	7	12	21	21	105	71	3	0	0	0	0	0	0	
"Uganda"	5	0	0	0	4	0	0	0	0	0	0	9	11	2	2	0	0	0	0	0	
"Ukraine"	0	30	0	6	0	0	0	0	0	0	0	0	28	51	0	0	28	0	0	0	
